set_no,name,price_store,price_new,price_used,rating_value,rating_votes,theme_group,theme,subtheme,main_tag,year,volume,weight,piece_cnt,minifig_cnt
1558-1,Mobile Command Trailer,,236,71,3,3,Action/Adventure,Space,Classic,,1986,,,70,2
1570-1,Fabuland Character Polybag,,,,,,Junior,Fabuland,,,1986,,,4,1
1572-1,Super Tow Truck,,,31,4,4,Modern day,Town,Vehicles,,1986,,,79,1
1580-1,Lunar Scout,,,93,4.7,3,Action/Adventure,Space,Classic,,1986,,,72,1
1589-2,"Breakdown Assistance, Touring Club Schweiz Edition",,,293,,,Modern day,Town,Special,,1986,,,245,4
3633-1,Motor Boat with Walter Walrus,5.25,61,12,,,Junior,Fabuland,,,1986,,,13,1
3644-1,Mike Monkey and his Taxi,6.55,62,21,,,Junior,Fabuland,,,1986,,,10,2
3668-1,Merry-Go-Round with Ticket Booth,17.75,156,42,,,Junior,Fabuland,,,1986,,,42,3
3679-1,Flour Mill and Shop,26.75,,77,,,Junior,Fabuland,,,1986,,,73,2
3718-1,Outdoor Cafe with Bonnie Bunny,2.25,33,18,,,Junior,Fabuland,,,1986,,,6,1
3796-1,Patricia Piglet at her Bakery,3.35,45,10,,,Junior,Fabuland,,,1986,,,30,1
5510-1,Off-Road 4 x 4,,141,34,4.9,7,Model making,Model Team,,,1986,,,285,0
5540-1,Formula 1 Racer,,175,44,5,4,Model making,Model Team,,,1986,,,451,0
5580-1,Highway Rig,,360,72,4.7,6,Model making,Model Team,,,1986,,,667,0
6012-1,Siege Cart,3.5,21,13,3.8,4,Historical,Castle,Lion Knights,,1986,,,54,2
6023-1,Maiden's Cart,5.5,34,16,3.1,7,Historical,Castle,Lion Knights,,1986,,,43,2
6041-1,Armor Shop,,305,44,4.7,7,Historical,Castle,Lion Knights,,1986,,,114,2
6067-1,Guarded Inn,19.75,802,86,4.5,8,Historical,Castle,Lion Knights,,1986,,,230,4
6074-1,Black Falcon's Fortress,35,862,113,4.8,16,Historical,Castle,Black Falcons,,1986,,,430,6
6301-1,Town Mini-Figures,5.5,81,15,4,3,Modern day,Town,Accessories,,1986,,,32,6
6310-1,"Road Plates, Junction",5.75,29,13,5,2,Modern day,Town,Accessories,,1986,,,2,0
6311-1,"Road Plates, Curved",5.75,22,12,4.7,3,Modern day,Town,Accessories,,1986,,,2,0
6312-1,"Road Plates, Straight",5.75,28,15,4.7,3,Modern day,Town,Accessories,,1986,,,2,0
6313-1,"Road Plates, Cross",5.75,22,29,4.5,2,Modern day,Town,Accessories,,1986,,,2,0
6359-1,Horse Trailer,12.75,,26,4.5,2,Modern day,Town,Leisure,,1986,,,141,1
6360-1,Weekend Cottage,12.75,223,42,4.3,3,Modern day,Town,Leisure,,1986,,,113,2
6361-1,Mobile Crane,12.75,130,17,4.4,5,Modern day,Town,Vehicles,,1986,,,163,1
6378-1,Shell Service Station,25.5,380,60,4.8,8,Modern day,Town,Shops and Services,,1986,,,291,2
6379-1,Riding Stable,26,288,46,4.8,4,Modern day,Town,Leisure,,1986,,,275,2
6386-1,Police Command Base,,409,38,5,8,Modern day,Town,Police,,1986,,,381,4
6450-1,Mobile Police Truck,,135,21,5,2,Modern day,Town,Police,,1986,,,84,1
6480-1,Hook and Ladder Truck,20,225,24,4.3,4,Modern day,Town,Fire,,1986,,,118,1
6612-1,Fire Chief's Car,,27,4,2.7,3,Modern day,Town,Fire,,1986,203.87,,29,1
6613-1,Telephone Booth,,99,8,4,6,Modern day,Town,Shops and Services,,1986,209.38,,24,1
6634-1,Stock Car,,99,4,4.8,8,Modern day,Town,Racing,,1986,,,47,1
6658-1,Bulldozer,,53,7,5,2,Modern day,Town,Construction,,1986,,,65,1
6659-1,TV Camera Crew,,87,9,4.7,3,Modern day,Town,Vehicles,,1986,,,64,2
6676-1,Mobile Command Unit,,199,9,4.3,4,Modern day,Town,Police,,1986,,,100,2
6677-1,Motocross Racing,,169,11,4.3,3,Modern day,Town,Racing,,1986,,,72,1
6698-1,RV with Speedboat,,139,10,5,5,Modern day,Town,Leisure,,1986,,,129,1
6702-1,Space Mini-Figures,5,330,46,3.8,4,Action/Adventure,Space,Classic,,1986,,,56,6
6750-1,Sonic Robot,,283,45,5,2,Action/Adventure,Space,Classic,,1986,,,103,2
6780-1,XT Starship,,445,60,4.6,5,Action/Adventure,Space,Classic,,1986,,,201,1
6783-1,Sonar Transmitting Cruiser,50,856,97,4.6,5,Action/Adventure,Space,Classic,,1986,,,363,3
6802-1,Space Probe,,50,26,3.3,4,Action/Adventure,Space,Classic,,1986,,,31,2
6820-1,Starfire I,,60,8,4.5,2,Action/Adventure,Space,Classic,,1986,,,34,1
6845-1,Cosmic Charger,,145,9,4,2,Action/Adventure,Space,Classic,,1986,,,51,1
6874-1,Moon Rover,,242,14,4.5,2,Action/Adventure,Space,Classic,,1986,,,66,2
6892-1,Modular Space Transport,,,35,3,4,Action/Adventure,Space,Classic,,1986,,,150,2
6926-1,Mobile Recovery Vehicle,,467,52,4.3,3,Action/Adventure,Space,Classic,,1986,,,150,2
6940-1,Alien Moon Stalker,,415,99,4.7,7,Action/Adventure,Space,Classic,,1986,,,263,2
6985-1,Cosmic Fleet Voyager,,1400,190,4.6,10,Action/Adventure,Space,Classic,,1986,,,413,4
7813-1,Shell Tanker Wagon,,284,43,3.5,2,Modern day,Trains,4.5/12 V,,1986,,,121,1
7823-1,Container Crane Depot,,236,123,4.7,3,Modern day,Trains,4.5/12 V,,1986,,,487,2
7839-1,Car Transport Depot,,217,102,4.2,5,Modern day,Trains,4.5/12 V,,1986,,,340,2
8035-1,Universal Set,,56,16,3,2,Technical,Technic,Universal,,1986,,,174,0
8055-1,Universal Motor Set,34.99,160,32,5,2,Technical,Technic,Universal,,1986,,,191,0
8620-1,Snow Scooter,,52,24,5,1,Technical,Technic,Arctic,,1986,,,100,1
8640-1,Polar Copter,,87,43,4.5,2,Technical,Technic,Arctic,,1986,,,238,1
8660-1,Arctic Rescue Unit,,200,64,4.8,4,Technical,Technic,Arctic,,1986,,,385,2
8680-1,Arctic Rescue Base,,216,145,4,2,Technical,Technic,Arctic,,1986,,,523,2
8842-1,Go-Kart,25,159,23,3.8,4,Technical,Technic,,,1986,,,281,0
8849-1,Tractor,,223,55,4,2,Technical,Technic,,,1986,,,346,0
610-2,Rescue Helicopter,,,22,,,Modern day,Town,Special,,1987,,,39,0
1467-1,Race Car,,90,25,,,Modern day,Town,Special,,1987,,,46,1
1468-1,Petrol Tanker,,,15,,,Modern day,Town,Special,,1987,,,40,1
1469-1,Helicopter,,37,25,,,Modern day,Town,Special,,1987,,,40,0
1470-1,Petrol Pumps and Garage Staff,,,8,,,Modern day,Town,Special,,1987,,,32,2
1472-1,Vacation House,,628,80,4.8,4,Modern day,Town,Leisure,,1987,,,353,4
1484-1,Houses,,,105,4.5,6,Modern day,Town,Special,,1987,,,197,2
1496-1,Rally Car,,83,28,4,2,Modern day,Town,Racing,,1987,,,52,1
1497-1,Pitstop and Crew,,73,37,4.5,2,Modern day,Town,Racing,,1987,,,124,2
1498-1,Spy-Bot,,,45,4,2,Action/Adventure,Space,Classic,,1987,,,62,0
1499-1,Twin Starfire,,,76,3.5,4,Action/Adventure,Space,Classic,,1987,,,89,2
1516-1,Promotional Set,,,215,,,Junior,Fabuland,,,1987,,,23,2
3636-1,Lucy Lamb's Bedroom,,68,12,4,1,Junior,Fabuland,,,1987,,,21,1
3645-1,School Room,,135,28,,,Junior,Fabuland,,,1987,,,24,3
3659-1,Playground,,164,36,,,Junior,Fabuland,,,1987,,,16,2
3662-1,Double-Decker Bus,,119,44,5,1,Junior,Fabuland,,,1987,,,32,2
3674-1,Bonny Bunny's New House,14.75,238,70,,,Junior,Fabuland,,,1987,,,44,2
3675-1,General Store,,235,95,,,Junior,Fabuland,,,1987,,,103,3
3682-1,Fire Station,39.75,,125,,,Junior,Fabuland,,,1987,,,149,3
3719-1,Bus Stop with Maximilian Mouse,,44,11,,,Junior,Fabuland,,,1987,,,5,1
3797-1,Fire Chief Boris Bulldog,,53,8,,,Junior,Fabuland,,,1987,,,8,1
4010-1,Police Rescue Boat,15.5,275,20,4.3,8,Modern day,Boats,,,1987,,,83,2
4020-1,Fire Fighter,28.5,180,45,5,3,Modern day,Boats,,,1987,,,206,3
4030-1,Cargo Carrier,44,400,112,5,3,Modern day,Boats,,,1987,,,323,3
6017-1,King's Oarsmen,3.75,83,11,4,7,Historical,Castle,Lion Knights,,1987,,,45,2
6049-1,Viking Voyager,11,139,34,4.2,6,Historical,Castle,Lion Knights,,1987,,,99,5
6062-1,Battering Ram,19.95,399,67,4.4,7,Historical,Castle,Black Falcons,,1987,,,236,6
6066-1,Camouflaged Outpost,23,476,100,4.9,15,Historical,Castle,Forestmen,,1987,,,211,6
6358-1,Snorkel Squad,13.5,225,16,4.8,4,Modern day,Town,Fire,,1987,,,153,2
6380-1,Emergency Treatment Center,29.75,300,63,4.8,15,Modern day,Town,Medical,,1987,,,308,5
6381-1,Motor Speedway,23,134,19,4,3,Modern day,Town,Racing,,1987,,,205,5
6393-1,Big Rig Truck Stop,52.75,1399,89,4.8,5,Modern day,Town,Shops and Services,,1987,,,621,5
6501-1,Sport Convertible,,61,4,4.5,2,Modern day,Town,Vehicles,,1987,209.38,,30,1
6502-1,Turbo Racer,,20,4,3.7,3,Modern day,Town,Racing,,1987,209.38,,24,1
6521-1,Emergency Repair Truck,,169,6,4.3,6,Modern day,Town,Maintenance,,1987,,,58,1
6522-1,Highway Patrol,,68,8,4.1,7,Modern day,Town,Police,,1987,,,30,2
6523-1,Red Cross,,58,8,4.2,5,Modern day,Town,Medical,,1987,,,51,1
6641-1,4-Wheelin' Truck,6.5,56,6,4.5,2,Modern day,Town,Vehicles,,1987,,,81,1
6687-1,Turbo Prop I,6.48,158,9,4.5,4,Modern day,Town,Flight,,1987,,,78,2
6693-1,Refuse Collection Truck,,249,18,5,5,Modern day,Town,Maintenance,,1987,,,115,2
6699-1,Cycle Fix-It Shop,,180,29,4.5,4,Modern day,Town,Shops and Services,,1987,,,71,2
6808-1,Galaxy Trekkor,,72,6,3,1,Action/Adventure,Space,Classic,,1987,,,29,1
6809-1,XT-5 and Droid,,108,8,4.8,4,Action/Adventure,Space,Classic,,1987,,,52,2
6827-1,Strata Scooter,,118,11,3.5,2,Action/Adventure,Space,Classic,,1987,,,35,1
6849-1,Satellite Patroller,,91,13,4.7,3,Action/Adventure,Space,Classic,,1987,,,46,1
6883-1,Terrestrial Rover,,148,25,4,3,Action/Adventure,Space,Classic,,1987,,,109,1
6884-1,Aero Module,,84,17,5,2,Action/Adventure,Space,Futuron,,1987,,,113,2
6893-1,Orion II Hyperspace,,196,30,5,3,Action/Adventure,Space,Futuron,,1987,,,163,2
6894-1,Invader,,338,32,4.6,7,Action/Adventure,Space,Blacktron,,1987,,,164,2
6932-1,Stardefender 200,,360,66,4.6,9,Action/Adventure,Space,Futuron,,1987,,,251,2
6941-1,Battrax,,503,64,4.9,7,Action/Adventure,Space,Blacktron,,1987,,,284,1
6953-1,Cosmic Laser Launcher,30,543,75,4.4,5,Action/Adventure,Space,Futuron,,1987,,,208,3
6954-1,Renegade,30,,136,4.5,4,Action/Adventure,Space,Blacktron,,1987,,,313,2
6972-1,Polaris I Space Lab,,,117,5,5,Action/Adventure,Space,Classic,,1987,,,390,3
6990-1,Monorail Transport System,155,2291,330,5,13,Action/Adventure,Space,Futuron,,1987,,,731,5
8852-1,Robot,,,39,4,2,Technical,Technic,,,1987,,,327,0
611-2,Air Canada Jet Plane,,,200,,,Modern day,Town,Special,,1988,,,92,0
1490-1,Town Bank,,1192,297,3.2,5,Modern day,Town,Shops and Services,,1988,,,187,3
1584-1,Knight's Challenge,,,134,4.3,4,Historical,Castle,Lion Knights,,1988,,,132,8
1612-1,Victory Racer,,19,4,3.8,5,Modern day,Town,Racing,,1988,,0.03,25,1
3622-1,Rowboat with Lionel Lion and Hannah Hippopotamus,,61,21,,,Junior,Fabuland,,,1988,,,12,2
3623-1,Beauty Salon,,117,20,,,Junior,Fabuland,,,1988,,,24,2
3646-1,Catherine Cat in her Kitchen,,135,24,5,2,Junior,Fabuland,,,1988,,,53,2
3680-1,Caravan and Rowboat,,,90,,,Junior,Fabuland,,,1988,,,27,3
3683-1,Amusement Park,,580,181,5,1,Junior,Fabuland,,,1988,,,93,4
3721-1,Clive Crocodile on his Skateboard,,32,7,,,Junior,Fabuland,,,1988,,,10,1
3798-1,Hannah Hippopotamus on a Picnic,,45,13,,,Junior,Fabuland,,,1988,,,24,1
6016-1,Knights' Arsenal,4.25,104,10,3.8,8,Historical,Castle,Lion Knights,,1988,,,37,1
6035-1,Castle Guard,5.75,171,23,4.2,9,Historical,Castle,Black Falcons,,1988,,,52,2
6039-1,Twin-Arm Launcher,8.5,153,21,4.4,5,Historical,Castle,Lion Knights,,1988,,,77,2
6054-1,Forestmen's Hideout,17.5,188,50,4.9,14,Historical,Castle,Forestmen,,1988,,,201,2
6085-1,Black Monarch's Castle,68,961,163,4.9,34,Historical,Castle,Black Knights,,1988,,,702,12
6103-1,Castle Mini Figures,6.75,144,38,4.4,8,Historical,Castle,Accessories,,1988,,,42,6
6309-1,Town Mini-Figures,6,45,17,3.7,3,Modern day,Town,Accessories,,1988,,,37,6
6315-1,Road Signs,3,22,13,4,7,Modern day,Town,Accessories,,1988,,,11,0
6316-1,Flags and Fences,4,15,7,5,2,Modern day,Town,Accessories,,1988,470.304,0.05,38,0
6317-1,Trees and Flowers,4,19,13,5,2,Modern day,Town,Accessories,,1988,,,24,0
6349-1,Holiday Villa,,251,52,5,5,Modern day,Town,Leisure,,1988,,,205,2
6356-1,Med-Star Rescue Plane,15.5,158,19,4.7,7,Modern day,Town,Medical,,1988,,,159,3
6357-1,Stunt 'Copter N' Truck,17,157,11,4.5,8,Modern day,Town,Vehicles,,1988,,,177,2
6394-1,Metro Park & Service Tower,58.25,624,113,4.8,11,Modern day,Town,Shops and Services,,1988,,,620,6
6395-1,Victory Lap Raceway,58.25,417,100,4.7,11,Modern day,Town,Racing,,1988,,,606,13
6503-1,Sprint Racer,,16,4,4.3,11,Modern day,Town,Racing,,1988,,,32,1
6504-1,Tractor,,58,4,3.8,4,Modern day,Town,Construction,,1988,,,25,1
6505-1,Fire Chief's Car,,48,4,3.3,3,Modern day,Town,Fire,,1988,,,29,1
6524-1,Blizzard Blazer,4,20,6,4.7,3,Modern day,Town,Maintenance,,1988,,,50,1
6590-1,Vacation Camper,,124,15,4.8,6,Modern day,Town,Leisure,,1988,,,116,2
6642-1,Police Helicopter,15,52,7,4.3,4,Modern day,Town,Police,,1988,,,66,1
6643-1,Fire Chief's Truck,,85,8,4.8,4,Modern day,Town,Fire,,1988,,,74,1
6674-1,Crane Truck,,237,10,4,1,Modern day,Town,Vehicles,,1988,,,94,1
6675-1,Road & Trail 4 x 4,,102,7,4.6,5,Modern day,Town,Vehicles,,1988,,,81,1
6703-1,Minifig Pack,,225,34,4.8,4,Action/Adventure,Space,Miscellaneous,,1988,,,42,6
6770-1,Lunar Transporter Patroller,,279,36,3,2,Action/Adventure,Space,Futuron,,1988,,,117,1
6828-1,Twin-Winged Spoiler,,157,10,5,1,Action/Adventure,Space,Futuron,,1988,,,57,1
6830-1,Space Patroller,,74,7,4.8,6,Action/Adventure,Space,Futuron,,1988,,,51,3
6848-1,Strategic Pursuer,,39,9,5,2,Action/Adventure,Space,Futuron,,1988,,,54,1
6875-1,Hovercraft,,75,15,5,1,Action/Adventure,Space,Futuron,,1988,,,93,1
6876-1,Alienator,,135,14,4.6,8,Action/Adventure,Space,Blacktron,,1988,,,86,1
6885-1,Crater Crawler,,,15,3.5,2,Action/Adventure,Space,Futuron,,1988,,,100,1
6921-1,Monorail Accessory Track,34.95,202,125,4,1,Action/Adventure,Space,Futuron,,1988,,,46,0
6925-1,Interplanetary Rover,,226,43,,,Action/Adventure,Space,Futuron,,1988,,,217,4
6987-1,Message Intercept Base,,1126,180,4.8,11,Action/Adventure,Space,Blacktron,,1988,,,569,5
8712-1,Technic Figures,8.25,60,27,3.5,4,Technical,Technic,Supplementary,,1988,,,10,3
8832-1,Roadster,,,9,3.8,4,Technical,Technic,,,1988,,,86,0
8853-1,Excavator,,164,27,4,2,Technical,Technic,,,1988,,,326,0
8855-1,Prop Plane,,184,72,3.5,4,Technical,Technic,,,1988,,,569,1
8865-1,Test Car,,449,95,4.1,9,Technical,Technic,,,1988,,,900,0
1489-1,Mobile Car Crane,12.75,444,40,5,1,Modern day,Town,Vehicles,,1989,,,174,2
1517-1,Black Racing Car,,,6,4,3,Modern day,Town,Racing,,1989,,,32,1
1518-1,Racing Service Crew,,,15,5,1,Modern day,Town,Racing,,1989,,,73,2
1620-1,Astro Dart,,,112,,,Action/Adventure,Space,Futuron,,1989,,,30,1
1621-1,Lunar MPV Vehicle,,,28,,,Action/Adventure,Space,Futuron,,1989,,,102,2
1898-1,Dragster,,18,16,,,Modern day,Town,Special,,1989,,,27,1
1899-1,Race Car Number 1.,,34,8,,,Modern day,Town,Racing,,1989,,,24,1
1952-1,Milk Truck,,556,122,4,1,Modern day,Town,Special,,1989,,,133,1
1973-1,Emirates Airliner,,,68,,,Modern day,Town,Special,,1989,,,136,2
1974-2,Flyercracker USA,,,9,4,2,Modern day,Town,Flight,,1989,,,74,1
1974-3,Smuggler's Hayride,,,34,4,4,Historical,Castle,Forestmen,,1989,,,49,2
1974-4,Star Quest,,,10,4.5,2,Action/Adventure,Space,Futuron,,1989,,,36,1
3647-1,Lionel Lion's Classroom,,62,39,3,1,Junior,Fabuland,,,1989,,,42,3
3663-1,Merry-Go-Round,,119,28,,,Junior,Fabuland,,,1989,,,23,2
3676-1,Cathy Cat's Fun Park,,,126,,,Junior,Fabuland,,,1989,,,43,4
6060-1,Knight's Challenge,22,280,120,4,3,Historical,Castle,Lion Knights,,1989,,,168,8
6077-2,Forestmen's River Fortress,37.5,400,144,4.6,9,Historical,Castle,Forestmen,,1989,,,357,6
6235-1,Buried Treasure,3.25,51,7,4.2,14,Historical,Pirates,,,1989,,,20,1
6245-1,Harbour Sentry,4.25,90,6,4,22,Historical,Pirates,Imperial Guards,,1989,,,25,1
6251-1,Pirate Minifigures,6.5,85,20,4.4,8,Historical,Pirates,Accessories,,1989,,,33,5
6255-1,Pirates Comic,,97,100,4.5,4,Historical,Pirates,,,1989,,,12,2
6257-1,Castaway's Raft,8.5,84,12,4.7,9,Historical,Pirates,,,1989,,,54,3
6260-1,Shipwreck Island,12,134,19,4.6,8,Historical,Pirates,,,1989,,,71,2
6265-1,Sabre Island,15.5,225,34,4.8,25,Historical,Pirates,,,1989,,,96,3
6270-1,Forbidden Island,37.5,748,66,4.7,16,Historical,Pirates,,,1989,,,182,4
6274-1,Caribbean Clipper,54,1437,133,4.5,18,Historical,Pirates,,,1989,,,378,4
6276-1,Eldorado Fortress,66,1344,193,4.9,22,Historical,Pirates,,,1989,,,506,8
6285-1,Black Seas Barracuda,110,1930,240,4.9,42,Historical,Pirates,,,1989,,,909,8
6355-1,Derby Trotter,14,89,23,3.9,7,Modern day,Town,Leisure,,1989,,,140,1
6387-1,Coastal Rescue Base,35,,51,4.2,5,Modern day,Town,Coastguard,,1989,,,374,4
6388-1,Holiday Home with Campervan,,602,43,4.6,5,Modern day,Town,Leisure,,1989,,,353,4
6481-1,Construction Crew,27,170,29,5,5,Modern day,Town,Construction,,1989,,,169,2
6482-1,Rescue Helicopter,35,237,31,4.8,5,Modern day,Town,Rescue,,1989,,,198,3
6506-1,Precinct Cruiser,2,79,4,3.5,6,Modern day,Town,Police,,1989,,,32,1
6507-1,Mini Dumper,,18,3,3.5,2,Modern day,Town,Construction,,1989,,,30,1
6526-1,Red Line Racer,4,22,4,4,2,Modern day,Town,Racing,,1989,,,47,1
6527-1,Tipper Truck,,55,5,5,1,Modern day,Town,Construction,,1989,,,43,1
6528-1,Sand Storm Racer,3.75,34,5,3.6,5,Modern day,Town,Vehicles,,1989,,,39,1
6591-1,Nitro-Dragsters,12,50,30,,,Modern day,Town,Racing,,1989,,,143,2
6660-1,Hook & Haul Wrecker,6,74,8,4.8,5,Modern day,Town,Vehicles,,1989,,,52,1
6661-1,Mobile TV Studio,,116,10,4.8,4,Modern day,Town,Vehicles,,1989,,,78,1
6671-1,Utility Repair Lift,7.99,69,10,4.6,7,Modern day,Town,Maintenance,,1989,,,92,1
6781-1,SP-Striker,28,450,78,5,6,Action/Adventure,Space,Space Police,,1989,,,230,2
6810-1,Laser Ranger,2,70,6,4,7,Action/Adventure,Space,Futuron,,1989,,,41,1
6831-1,Message Decoder,3,64,6,4.4,8,Action/Adventure,Space,Space Police,,1989,,,34,1
6850-1,Auxiliary Patroller,,75,12,4,3,Action/Adventure,Space,Futuron,,1989,,,46,1
6886-1,Galactic Peace Keeper,12,158,22,4.8,11,Action/Adventure,Space,Space Police,,1989,,,121,2
6895-1,Spy Trak 1,15,133,30,4.3,11,Action/Adventure,Space,Space Police,,1989,,,148,2
6955-1,Space Lock-Up Isolation Base,26,478,112,4.7,6,Action/Adventure,Space,Space Police,,1989,,,253,3
6986-1,Mission Commander,50,795,145,4.4,9,Action/Adventure,Space,Space Police,,1989,,,478,3
8024-1,Universal Set,,40,8,3.5,2,Technical,Technic,Universal,,1989,,,113,0
8034-1,Universal Set,,73,15,4.5,2,Technical,Technic,Universal,,1989,,,187,0
8044-1,Universal Pneumatic Set,,86,26,4,1,Technical,Technic,Universal,,1989,,,198,0
8054-1,Universal Motor Set,,82,62,5,1,Technical,Technic,Universal,,1989,,,196,0
8835-1,Forklift,,120,28,4,2,Technical,Technic,,,1989,,,240,0
8854-1,Power Crane,,429,59,4.5,2,Technical,Technic,,,1989,,,516,0
8862-1,Backhoe Grader,,341,88,4.4,10,Technical,Technic,,,1989,,,671,0
1560-1,Glory Glider,,9,5,2,3,Modern day,Town,Special,,1990,,,22,1
1561-1,Stunt Chopper,,6,3,3.7,3,Modern day,Town,Special,,1990,,,31,1
1562-1,Wave Jumper,,4,6,3,1,Modern day,Town,Special,,1990,,,25,1
1563-1,Track Blaster,,5,4,3.3,3,Modern day,Town,Special,,1990,,,30,1
1581-2,Arla Milk Delivery Truck,,2306,252,5,3,Modern day,Town,Special,,1990,,,119,1
1630-1,Helicopter,,19,1,3,4,Modern day,Town,Flight,,1990,,,27,0
1631-1,Black Race Car,,26,8,3.7,6,Modern day,Town,Racing,,1990,,,23,0
1632-1,Speedboat,,,3,4,3,Modern day,Town,Boats,,1990,,,28,0
1633-1,Mini Loader,,22,6,3,1,Modern day,Town,Construction,,1990,,,24,0
1665-1,Dual FX Racers,8.75,75,13,4,1,Modern day,Town,Racing,,1990,,,108,3
1680-1,Crusader's Cart,,,33,4.5,4,Historical,Castle,Forestmen,,1990,,,67,3
1682-1,Space Shuttle Launch,,809,97,4.7,9,Modern day,Town,Flight,,1990,,,423,3
1875-1,Meteor Monitor,,40,13,4.3,4,Action/Adventure,Space,Blacktron,,1990,,,32,1
1876-1,Soil Scooper,,35,23,4,1,Modern day,Town,Maintenance,,1990,,,73,2
1877-1,Crusader's Cart,,98,38,4.5,4,Historical,Castle,Forestmen,,1990,,,60,2
5590-1,Whirl and Wheel Super Truck,80,570,104,5,5,Model making,Model Team,,,1990,,,1063,0
6018-1,Battle Dragon,4.5,35,10,3.9,8,Historical,Castle,Black Knights,,1990,,,56,2
6034-1,Black Monarch's Ghost,7.25,76,14,4.2,18,Historical,Castle,Black Knights,,1990,,,46,2
6042-1,Dungeon Hunters,12.75,125,28,3.5,8,Historical,Castle,Crusaders,,1990,,,110,3
6059-1,Knight's Stronghold,22,200,46,4.4,8,Historical,Castle,Black Knights,,1990,,,224,5
6071-1,Forestmen's Crossing,28.5,900,194,4.6,7,Historical,Castle,Forestmen,,1990,,,207,5
6081-1,King's Mountain Fortress,58,1015,146,4.4,18,Historical,Castle,Crusaders,,1990,,,435,8
6354-1,Pursuit Squad,15.5,39,12,3.6,8,Modern day,Town,Police,,1990,,,171,3
6375-1,Trans Air Carrier,,287,39,4.8,4,Modern day,Town,Flight,,1990,,,208,2
6376-1,Breezeway Café,23,169,48,4.8,8,Modern day,Town,Shops and Services,,1990,,,183,5
6389-1,Fire Control Center,52,235,41,4.2,6,Modern day,Town,Fire,,1990,,,533,4
6396-1,International Jetport,69.75,355,105,4.3,8,Modern day,Town,Flight,,1990,,,541,8
6399-1,Airport Shuttle,140,2165,488,4.9,19,Modern day,Town,Monorail,,1990,,,767,9
6508-1,Wave Racer,3,22,4,3.8,5,Modern day,Town,Boats,,1990,,,37,1
6529-1,Ultra Lite I,4,35,5,3.8,4,Modern day,Town,Flight,,1990,,,35,2
6530-1,Sport Coupe,,62,5,4.2,6,Modern day,Town,Vehicles,,1990,,,43,1
6592-1,Vacation Hideaway,,101,26,4.7,7,Modern day,Town,Leisure,,1990,,,111,2
6644-1,Road Rebel,6,66,8,4.6,8,Modern day,Town,Vehicles,,1990,,,68,1
6672-1,Safari Off-Road Vehicle,,100,9,5,6,Modern day,Town,Vehicles,,1990,,,67,2
6673-1,Solo Trainer,8,74,10,4.7,7,Modern day,Town,Flight,,1990,,,74,1
6811-1,Pulsar Charger,3,48,6,4.1,12,Action/Adventure,Space,M-Tron,,1990,,,26,1
6833-1,Beacon Tracer,3,63,7,4,9,Action/Adventure,Space,M-Tron,,1990,,,40,1
6877-1,Vector Detector,6.35,64,11,4.6,5,Action/Adventure,Space,M-Tron,,1990,,,62,1
6896-1,Celestial Forager,10.95,89,23,4.4,5,Action/Adventure,Space,M-Tron,,1990,,,90,1
6923-1,Particle Ioniser,24,273,41,4.7,7,Action/Adventure,Space,M-Tron,,1990,,,203,2
6956-1,Stellar Recon Voyager,36,299,80,4.6,8,Action/Adventure,Space,M-Tron,,1990,,,233,2
6989-1,Mega Core Magnetizer,60,561,163,4.9,15,Action/Adventure,Space,M-Tron,,1990,,,503,3
8064-1,Universal Motor Set,55,99,29,4,3,Technical,Technic,Universal,,1990,,,219,0
8094-1,Control Centre,,139,123,4.2,5,Technical,Technic,Universal,,1990,,,546,0
8720-1,9V Motor Set ,36,44,23,4.5,4,Technical,Technic,Supplementary,,1990,,,57,0
8825-1,Night Chopper,,16,4,3,3,Technical,Technic,,,1990,,,116,0
8830-1,Rally 6-Wheeler,,60,31,5,1,Technical,Technic,,,1990,,,171,1
8840-1,Rally Shock & Roll Racer,,91,17,4,3,Technical,Technic,,,1990,,,225,1
8850-1,Rally Support Truck,,222,63,4.4,5,Technical,Technic,,,1990,,,354,1
1475-1,Airport Security Squad,10,166,68,4.5,2,Modern day,Town,Flight,,1991,,,123,2
1477-1,Red Race Car Number 3,,,6,3.4,5,Modern day,Town,Racing,,1991,,,39,1
1478-1,Mobile Satellite Up-Link,,,13,4.2,5,Action/Adventure,Space,M-Tron,,1991,,,31,1
1479-1,Two-Pilot Craft,,,20,3.2,6,Action/Adventure,Space,Blacktron 2,,1991,,,34,2
1480-1,King's Catapult,,,15,3.4,5,Historical,Castle,Crusaders,,1991,,,33,1
1481-1,Pirates Desert Island,,,8,3.5,4,Historical,Pirates,,,1991,,,21,1
1610-1,Police Car,,8,4,2.6,7,Modern day,Town,Police,,1991,,,23,0
1611-1,Red Race Car,,13,5,2.7,3,Modern day,Town,Racing,,1991,,,21,0
1656-1,Evacuation Team,,214,42,,,Modern day,Town,Fire,,1991,,,236,2
1772-1,Airport Container Truck,,150,43,4.5,2,Modern day,Town,Special,,1991,,,80,1
1773-1,Airline Maintenance Vehicle with Trailer,,52,90,,,Modern day,Town,Special,,1991,,,109,1
1774-1,Aircraft,,,78,,,Modern day,Town,Special,,1991,,,137,2
4011-1,Cabin Cruiser,19.75,142,19,4.6,15,Modern day,Boats,,,1991,,,90,2
